region_id,region_name,date,latitude,longitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,humidity_avg_3d,humidity_avg_7d,temperature_avg_7d,wind_avg_7d,elevation_mean,elevation_min,elevation_max,slope_mean,distance_to_river_km,population_density,risk_label
LB-BEY-001,Beirut River Area,2025-11-17,33.885,35.53,12.71,17.75,37.86,64.69,75.14666666666666,73.18142857142857,16.224285714285713,3.701428571428571,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-11-18,33.885,35.53,1.26,13.969999999999999,30.340000000000003,59.78,74.81,73.14,16.574285714285715,3.4885714285714284,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-11-19,33.885,35.53,1.72,15.69,31.520000000000003,57.050000000000004,71.63333333333334,72.13142857142857,16.032857142857143,3.4642857142857144,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-11-20,33.885,35.53,7.65,10.629999999999999,36.980000000000004,62.01,69.99000000000001,73.12857142857142,16.417142857142856,3.79,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-11-21,33.885,35.53,6.33,15.7,34.71,66.05,69.38333333333333,72.37571428571428,16.19857142857143,3.6371428571428566,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-11-22,33.885,35.53,3.15,17.13,32.82,62.60000000000001,71.93,71.90857142857143,16.62,3.8799999999999994,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-11-23,33.885,35.53,1.93,11.409999999999998,34.75,59.900000000000006,69.31,70.94571428571429,16.83142857142857,4.107142857142857,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-11-24,33.885,35.53,0.39,5.469999999999998,22.43,60.290000000000006,67.44666666666667,69.07571428571428,16.1,4.087142857142857,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-11-25,33.885,35.53,5.23,7.549999999999999,26.4,56.74,66.08999999999999,68.17142857142858,16.972857142857144,3.8114285714285714,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-11-26,33.885,35.53,0.0,5.619999999999999,24.68,56.2,64.47666666666666,67.87857142857143,17.19142857142857,3.907142857142857,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-11-27,33.885,35.53,15.08,20.31,32.11,69.09,72.09666666666666,69.97857142857143,17.518571428571427,3.71,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-11-28,33.885,35.53,0.76,15.839999999999998,26.540000000000003,61.25000000000001,71.75999999999999,69.19,17.714285714285715,3.595714285714286,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-11-29,33.885,35.53,7.0,22.839999999999996,30.39,63.21000000000001,76.82333333333334,69.97571428571429,16.658571428571427,3.327142857142857,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-11-30,33.885,35.53,0.07,7.829999999999998,28.53,63.28000000000001,73.03333333333335,71.57428571428571,17.42142857142857,3.378571428571429,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-12-01,33.885,35.53,6.38,13.45,34.52,56.95,76.17,72.92857142857143,17.4,3.624285714285714,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-12-02,33.885,35.53,3.34,9.79,32.63,59.03,75.35000000000001,73.94428571428571,16.68285714285714,3.65,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-12-03,33.885,35.53,4.92,14.639999999999997,37.550000000000004,62.230000000000004,73.31,75.36,16.79714285714286,3.565714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-04,33.885,35.53,5.98,14.239999999999998,28.45,60.56,72.47666666666667,73.09142857142857,16.687142857142856,3.662857142857143,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-12-05,33.885,35.53,3.34,14.239999999999998,31.029999999999998,57.57000000000001,73.54666666666667,74.71000000000001,15.929999999999998,3.865714285714286,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-12-06,33.885,35.53,5.93,15.249999999999996,29.96,60.35,73.93,74.12,16.464285714285715,3.948571428571429,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2025-12-07,33.885,35.53,18.73,27.999999999999996,48.620000000000005,77.15,82.09333333333332,76.97428571428573,15.754285714285714,3.8428571428571425,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-08,33.885,35.53,2.53,27.189999999999998,44.769999999999996,79.28999999999999,80.76,76.67714285714285,15.725714285714288,3.7842857142857147,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-09,33.885,35.53,1.21,22.469999999999995,42.64,75.27,81.58666666666666,76.79285714285713,15.844285714285714,3.718571428571429,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-10,33.885,35.53,8.21,11.949999999999998,45.93,83.47999999999999,76.72000000000001,78.43571428571428,16.16142857142857,3.6542857142857144,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-11,33.885,35.53,3.21,12.629999999999999,43.16,71.61,74.8,77.67285714285715,16.21857142857143,3.777142857142857,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-12,33.885,35.53,9.35,20.769999999999996,49.17,80.2,75.99666666666666,77.84285714285714,17.054285714285715,3.8857142857142857,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-13,33.885,35.53,5.21,17.769999999999996,48.45,78.41000000000001,73.17,78.11,16.860000000000003,3.7214285714285715,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-14,33.885,35.53,14.31,28.869999999999994,44.03,92.65,79.18666666666667,76.42714285714285,16.78857142857143,3.48,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-15,33.885,35.53,1.92,21.439999999999998,43.42,88.19,77.20333333333333,76.31857142857143,16.84,3.3500000000000005,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-16,33.885,35.53,20.27,36.49999999999999,62.48,105.12,83.50999999999999,78.9342857142857,16.888571428571428,3.575714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-17,33.885,35.53,19.06,41.24999999999999,73.33,119.25999999999999,85.99333333333333,80.40142857142857,17.61285714285714,3.6457142857142855,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-18,33.885,35.53,2.92,42.24999999999999,73.04,116.19999999999999,85.23666666666666,80.79142857142857,18.04,3.251428571428572,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-19,33.885,35.53,1.54,23.519999999999996,65.22999999999999,114.4,77.43666666666667,79.55142857142857,18.087142857142858,3.0599999999999996,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-20,33.885,35.53,9.51,13.969999999999995,69.53,117.97999999999999,73.49666666666667,80.54142857142857,17.782857142857143,3.25,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-21,33.885,35.53,4.63,15.679999999999996,59.849999999999994,103.88000000000001,73.85666666666667,78.50714285714285,17.751428571428573,3.4899999999999998,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-22,33.885,35.53,0.0,14.139999999999997,57.92999999999999,101.35000000000001,72.44666666666667,77.51285714285714,18.56,3.224285714285714,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-23,33.885,35.53,5.52,10.149999999999995,43.18,105.66,68.87666666666667,74.27,18.518571428571427,3.182857142857143,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-24,33.885,35.53,10.37,15.889999999999993,34.489999999999995,107.82,71.51,72.3,18.10142857142857,3.225714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-25,33.885,35.53,5.44,21.329999999999995,37.01,110.05,72.83999999999999,72.2,17.387142857142855,3.568571428571428,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-26,33.885,35.53,14.33,30.139999999999993,49.8,115.03,76.17333333333333,73.72857142857143,17.365714285714287,3.5100000000000002,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-27,33.885,35.53,0.0,19.769999999999996,40.29,109.82,71.06,71.25571428571428,16.84857142857143,3.3085714285714287,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-28,33.885,35.53,9.1,23.429999999999993,44.76,104.60999999999999,74.31333333333333,72.39571428571428,17.330000000000002,3.142857142857143,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-29,33.885,35.53,3.41,12.509999999999993,48.169999999999995,106.1,72.45666666666666,73.73285714285714,17.14,3.408571428571429,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-30,33.885,35.53,4.14,16.64999999999999,46.79,89.96999999999998,75.05666666666667,73.9042857142857,16.888571428571428,3.6028571428571428,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2025-12-31,33.885,35.53,4.56,12.109999999999992,40.980000000000004,75.47,73.02333333333333,73.04428571428572,15.95142857142857,3.3628571428571425,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-01,33.885,35.53,0.0,8.699999999999992,35.54,72.55,69.66666666666667,72.37285714285714,16.935714285714287,3.4071428571428575,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-02,33.885,35.53,4.99,9.549999999999994,26.2,76.0,69.56333333333333,71.07142857142857,16.81142857142857,3.5142857142857147,28,4,76,1.8,0.4,22400,Medium
LB-BEY-001,Beirut River Area,2026-01-03,33.885,35.53,4.14,9.129999999999992,30.34,70.63,68.97000000000001,72.14857142857143,18.382857142857144,3.6385714285714283,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-04,33.885,35.53,20.31,29.43999999999999,41.55,86.30999999999999,78.08666666666666,73.99,17.742857142857144,3.575714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-05,33.885,35.53,8.44,32.889999999999986,46.58,94.74999999999999,80.77666666666666,74.63714285714286,17.86285714285714,3.75,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-06,33.885,35.53,6.45,35.19999999999999,48.88999999999999,95.67999999999999,81.36,74.85000000000001,18.194285714285712,3.334285714285714,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-07,33.885,35.53,8.54,23.429999999999993,52.870000000000005,93.85000000000001,78.15333333333334,76.18857142857144,18.934285714285718,3.4585714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-08,33.885,35.53,6.7,21.689999999999994,59.57,95.11,79.81,78.98428571428572,18.29,3.2199999999999998,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-09,33.885,35.53,7.6,22.839999999999993,62.18,88.38,80.85,79.68714285714285,18.174285714285713,3.244285714285714,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-10,33.885,35.53,4.63,18.929999999999993,62.67,93.00999999999999,78.53333333333333,80.28714285714285,17.75857142857143,3.0742857142857143,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-11,33.885,35.53,0.0,12.229999999999995,42.36,83.91,74.27333333333333,77.35000000000001,17.642857142857142,3.394285714285714,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-12,33.885,35.53,6.63,11.259999999999994,40.55,87.13000000000001,73.24,76.45714285714287,16.954285714285714,3.174285714285714,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-13,33.885,35.53,6.55,13.179999999999994,40.650000000000006,89.54,72.16000000000001,76.3442857142857,17.045714285714286,3.0942857142857143,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-14,33.885,35.53,7.04,20.219999999999995,39.15,92.02,73.67,75.42857142857143,16.585714285714285,3.1614285714285715,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-15,33.885,35.53,4.26,17.849999999999994,36.71,96.28,74.06666666666666,73.99571428571429,16.68285714285714,3.2971428571428567,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-16,33.885,35.53,12.98,24.279999999999994,42.09,104.27,77.45333333333333,74.88857142857144,16.587142857142858,3.077142857142857,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-17,33.885,35.53,2.89,20.129999999999995,40.35,103.02000000000001,74.64,73.75999999999999,15.508571428571429,3.205714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-18,33.885,35.53,4.7,20.569999999999993,45.05,87.41,75.09,74.34571428571428,16.014285714285712,2.974285714285714,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-19,33.885,35.53,1.9,9.489999999999993,40.32,80.87,68.47333333333334,72.8457142857143,16.388571428571428,3.075714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-20,33.885,35.53,8.2,14.799999999999992,41.97,82.62,73.24,74.22285714285714,16.431428571428572,3.3814285714285717,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-21,33.885,35.53,13.0,23.099999999999994,47.93,87.08,75.24333333333334,75.02,16.048571428571428,3.5185714285714282,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-22,33.885,35.53,22.57,43.769999999999996,66.24000000000001,102.94999999999999,86.44666666666667,78.15142857142858,16.455714285714286,3.2885714285714287,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-23,33.885,35.53,10.16,45.72999999999999,63.42,105.51,84.95,77.4357142857143,15.879999999999999,3.2128571428571426,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-24,33.885,35.53,9.65,42.379999999999995,70.18,110.53,84.21000000000001,79.12142857142858,15.5,3.2971428571428567,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-25,33.885,35.53,4.68,24.489999999999995,70.16,115.21000000000001,75.29666666666667,78.24,15.415714285714287,3.4285714285714284,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-26,33.885,35.53,4.02,18.349999999999994,72.28,112.6,71.82,78.87,15.545714285714284,3.1885714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-27,33.885,35.53,11.13,19.82999999999999,75.21000000000001,117.18,73.09333333333332,79.05857142857144,15.114285714285716,3.1371428571428575,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-28,33.885,35.53,11.16,26.309999999999995,73.37,121.30000000000001,77.10666666666667,79.03857142857143,15.308571428571428,3.1028571428571428,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-29,33.885,35.53,6.0,28.289999999999992,56.8,123.04,77.95666666666666,75.23142857142857,13.584285714285715,3.507142857142857,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-30,33.885,35.53,30.02,47.17999999999999,76.66,140.07999999999998,84.77666666666666,78.98428571428572,14.17,3.662857142857143,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-01-31,33.885,35.53,1.07,37.089999999999996,68.08,138.26000000000002,78.05,76.39857142857143,15.230000000000002,3.8814285714285717,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-01,33.885,35.53,3.4,34.489999999999995,66.8,136.96,79.13333333333334,76.87571428571428,14.255714285714287,3.795714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-02,33.885,35.53,0.95,5.419999999999993,63.730000000000004,136.01,69.17333333333333,77.85,13.681428571428572,4.082857142857143,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-03,33.885,35.53,9.26,13.609999999999992,61.86,137.07,76.33333333333333,77.78714285714285,13.438571428571427,3.9285714285714284,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-04,33.885,35.53,3.99,14.199999999999994,54.690000000000005,128.06,75.66000000000001,76.25571428571428,12.972857142857142,3.6300000000000003,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-05,33.885,35.53,11.26,24.50999999999999,59.949999999999996,116.75,78.95333333333333,78.27714285714286,14.122857142857143,3.2985714285714285,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-06,33.885,35.53,0.0,15.249999999999993,29.93,106.59,76.50333333333333,74.24142857142859,14.425714285714283,3.3814285714285717,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-07,33.885,35.53,5.26,16.519999999999992,34.12,102.2,78.83,76.59,13.902857142857144,3.025714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-08,33.885,35.53,0.3,5.5599999999999925,31.02,97.82,72.41666666666667,75.39857142857144,14.462857142857143,3.0471428571428567,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-09,33.885,35.53,9.78,15.339999999999993,39.85,103.58,72.37333333333333,75.61285714285714,14.60142857142857,2.6314285714285717,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-10,33.885,35.53,3.06,13.139999999999992,33.65,95.50999999999999,71.23666666666666,74.4057142857143,14.635714285714286,2.725714285714286,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-11,33.885,35.53,7.9,20.73999999999999,37.56,92.25,73.92999999999999,74.65714285714286,15.605714285714287,2.9257142857142857,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-12,33.885,35.53,5.87,16.82999999999999,32.17,92.11999999999999,71.96,72.61571428571429,15.484285714285715,2.9971428571428573,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-13,33.885,35.53,1.64,15.409999999999991,33.81,63.74,69.39,71.35714285714286,14.865714285714287,2.927142857142857,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-14,33.885,35.53,13.03,20.539999999999992,41.58,75.7,71.59666666666666,71.55714285714285,15.715714285714284,3.0300000000000002,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-15,33.885,35.53,10.1,24.76999999999999,51.379999999999995,82.39999999999999,75.40666666666665,73.89714285714285,15.922857142857142,3.0642857142857136,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-16,33.885,35.53,0.45,23.579999999999988,42.05,81.9,76.39666666666666,73.08142857142857,16.604285714285716,3.164285714285714,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-17,33.885,35.53,1.76,12.309999999999992,40.75,74.4,71.38666666666667,71.62142857142858,15.912857142857144,3.325714285714285,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-18,33.885,35.53,8.32,10.529999999999992,41.169999999999995,78.73,69.52333333333333,72.00857142857143,15.291428571428572,3.358571428571428,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-19,33.885,35.53,5.77,15.849999999999993,41.06999999999999,73.24,73.17333333333335,73.60142857142857,15.782857142857141,3.2571428571428567,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-20,33.885,35.53,11.98,26.069999999999993,51.41,85.22,80.62666666666667,76.43714285714286,16.492857142857144,3.3771428571428572,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-21,33.885,35.53,8.02,25.769999999999992,46.39999999999999,87.97999999999999,81.10000000000001,76.08142857142857,15.62857142857143,3.154285714285714,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-22,33.885,35.53,16.42,36.419999999999995,52.72,104.1,83.67666666666666,77.14571428571428,16.18285714285714,3.0771428571428574,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-23,33.885,35.53,3.81,28.249999999999993,56.08,98.13,78.55000000000001,77.36,15.278571428571428,3.301428571428571,28,4,76,1.8,0.4,22400,High
LB-BEY-001,Beirut River Area,2026-02-24,33.885,35.53,6.35,26.579999999999995,60.67,101.41999999999999,77.73333333333333,78.80142857142857,16.181428571428572,3.292857142857143,28,4,76,1.8,0.4,22400,High
